purchase_date,selling_date,purchase_price,selling_price
2021-02-24,2021-02-25,100,94.98775930936735
2021-02-24,2021-02-25,100,90.93906093906095
2021-02-24,2021-02-25,100,90.72431451841494
2021-02-19,2021-02-25,100,98.55160189495516
2021-02-24,2021-02-25,100,98.87682988389702
2021-02-22,2021-02-25,100,98.68619794192722
2021-02-24,2021-02-25,100,97.34320545678912
2021-02-24,2021-02-25,100,98.06790510723818
2021-02-24,2021-02-25,100,97.54156711992704
2021-02-24,2021-02-25,100,93.57741413521047
2021-02-24,2021-02-25,100,95.86856056507828
2021-02-24,2021-02-25,100,98.49165192889902
2021-02-24,2021-02-25,100,97.52740540452494
2021-02-24,2021-02-25,100,98.32920714574975
2021-02-24,2021-02-25,100,96.73694236868722
2021-02-24,2021-02-25,100,97.00034811831355
2021-02-24,2021-02-25,100,98.94792966858765
2021-02-16,2021-02-25,100,95.98536052409656
2021-02-24,2021-02-25,100,98.82934443288242
2021-02-24,2021-02-25,100,96.48183471587632
2021-02-24,2021-02-25,100,97.98674375145995
2021-02-22,2021-02-25,100,98.86180655590938
2021-02-24,2021-02-25,100,96.74264695701937
2021-02-22,2021-02-25,100,96.83442597761787
2021-02-24,2021-02-25,100,98.92774684543673
2021-02-23,2021-02-25,100,97.93945157711207
2021-02-22,2021-02-25,100,98.85944313988594
2021-02-24,2021-02-25,100,98.7574761357785
2021-02-24,2021-02-25,100,94.37952385105083
2021-02-23,2021-02-25,100,97.31607955907022
2021-02-22,2021-02-25,100,97.38163510269405
2021-02-24,2021-02-25,100,97.79561923583663
2021-02-24,2021-02-25,100,92.7679294222604
2021-02-22,2021-02-25,100,96.01103313998296
2021-02-22,2021-02-25,100,96.9203947411219
2021-02-23,2021-02-25,100,98.28865100262658
2021-02-22,2021-02-25,100,96.54445355511302
2021-02-22,2021-02-25,100,98.2517706973659
2021-02-22,2021-02-25,100,97.37915561900876
2021-02-22,2021-02-25,100,97.1724965406106
2021-02-24,2021-02-25,100,97.3675792206588
2021-02-24,2021-02-25,100,95.98891040496069
2021-02-24,2021-02-25,100,95.39807270250499
2021-02-23,2021-02-25,100,98.7461395514936
2021-02-23,2021-02-25,100,95.74987159732922
2021-02-23,2021-02-25,100,98.0282683435691
2021-02-24,2021-02-25,100,98.05914640708895
2021-02-24,2021-02-25,100,97.47308459128453
2021-02-24,2021-02-25,100,98.1149908648301
2021-02-24,2021-02-25,100,94.10964535296536
2021-02-24,2021-02-25,100,97.13797668946499
2021-02-22,2021-02-25,100,98.68051016219997
2021-02-22,2021-02-25,100,95.54449698945679
2021-02-25,2021-02-26,100,97.41261513106427
2021-02-25,2021-02-26,100,102.2158583438479
2021-02-25,2021-02-26,100,107.52484260031858
2021-02-25,2021-02-26,100,105.02552021986651
2021-02-25,2021-02-26,100,102.43313390814713
2021-02-25,2021-02-26,100,113.34175546523124
2021-02-25,2021-02-26,100,97.48554479862696
2021-02-24,2021-02-26,100,98.9928321575129
2021-02-19,2021-02-26,100,97.40690161447904
2021-02-17,2021-02-26,100,97.72948282546658
2021-02-25,2021-02-26,100,97.08396228402125
2021-02-25,2021-02-26,100,102.48830516077443
2021-02-25,2021-02-26,100,98.65746463397885
2021-02-22,2021-02-26,100,98.15473458282796
2021-02-25,2021-02-26,100,91.4557114305604
2021-02-25,2021-02-26,100,97.87265124262733
2021-02-25,2021-02-26,100,98.01697981906752
2021-02-24,2021-02-26,100,96.7983881626532
2021-02-25,2021-02-26,100,98.9924636450483
2021-02-25,2021-02-26,100,98.01398785959356
2021-02-25,2021-02-26,100,98.07405833161243
2021-02-09,2021-02-26,100,102.05128205128204
2021-02-25,2021-02-26,100,98.58822497148373
2021-02-25,2021-02-26,100,98.79217835484302
2021-02-25,2021-02-26,100,98.66799767570063
2021-02-23,2021-02-26,100,98.69679812573214
2021-02-25,2021-02-26,100,98.44032995991381
2021-02-19,2021-02-26,100,97.27157413011217
2021-02-23,2021-02-26,100,97.77841479145765
2021-02-25,2021-02-26,100,98.85673454805287
2021-02-25,2021-02-26,100,97.94871794871794
2021-02-24,2021-02-26,100,102.50232270052648
2021-02-24,2021-02-26,100,98.52147535008406
2021-02-25,2021-02-26,100,106.53779857178036
2021-02-25,2021-02-26,100,98.57001989269585
2021-02-11,2021-02-26,100,98.7811044096934
2021-02-25,2021-02-26,100,98.0642119178532
2021-02-25,2021-02-26,100,103.72919690480218
2021-02-25,2021-02-26,100,102.53579228342635
2021-02-19,2021-02-26,100,98.66723505565923
2021-02-25,2021-02-26,100,98.96324222431669
2021-02-22,2021-02-26,100,95.9808472827434
2021-02-25,2021-02-26,100,97.76494283796073
2021-02-25,2021-02-26,100,97.04119833672134
2021-02-23,2021-02-26,100,96.22256939318287
2021-02-24,2021-02-26,100,97.05436257683404
2021-02-25,2021-02-26,100,102.42881791798608
2021-02-12,2021-02-26,100,98.11025637948485
2021-02-23,2021-02-26,100,98.87688806612506
2021-02-25,2021-02-26,100,97.57897627195831
2021-02-25,2021-02-26,100,98.73011590727418
2021-02-25,2021-02-26,100,97.47127645896889
2021-02-16,2021-02-26,100,96.07195792603811
2021-02-23,2021-02-26,100,97.59045394926262
2021-02-25,2021-02-26,100,96.50917231722465
2021-02-22,2021-02-26,100,98.775229129022
2021-02-24,2021-02-26,100,97.11594469311234
2021-02-22,2021-02-26,100,98.96912114014252
2021-02-22,2021-02-26,100,97.49878652356632
2021-02-25,2021-02-26,100,97.42371061942528
2021-02-25,2021-02-26,100,95.89569792450483
2021-02-25,2021-02-26,100,98.43166463295458
2021-02-24,2021-02-26,100,98.50200271723043
2021-02-25,2021-03-01,100,102.66344066750304
2021-02-25,2021-03-01,100,102.46928166351606
2021-02-25,2021-03-01,100,103.0138808079129
2021-02-18,2021-03-01,100,103.59690498873061
2021-02-25,2021-03-01,100,105.2989278011389
2021-02-25,2021-03-01,100,105.16525048051099
2021-02-25,2021-03-01,100,106.46640678743407
2021-02-26,2021-03-01,100,102.97850208044383
2021-02-26,2021-03-01,100,110.02469135802471
2021-02-26,2021-03-01,100,98.35514018691588
2021-02-25,2021-03-01,100,102.91054442685368
2021-02-25,2021-03-01,100,104.96473141616929
2021-02-26,2021-03-01,100,95.18778773927792
2021-02-26,2021-03-01,100,102.74486883240452
2021-02-26,2021-03-01,100,102.15583567369863
2021-02-25,2021-03-01,100,106.66160756404209
2021-02-25,2021-03-01,100,104.9156805210718
2021-02-26,2021-03-01,100,103.6532377614831
2021-02-26,2021-03-01,100,102.05316048238574
2021-02-26,2021-03-01,100,102.03601084271206
2021-02-26,2021-03-01,100,98.92809983688477
2021-02-25,2021-03-01,100,103.06939906082965
2021-02-26,2021-03-01,100,102.1057128363044
2021-02-26,2021-03-01,100,103.54815890390559
2021-02-26,2021-03-01,100,102.55575857330534
2021-02-26,2021-03-01,100,102.92962761485582
2021-02-25,2021-03-01,100,103.09510974568387
2021-02-26,2021-03-01,100,102.02892745124778
2021-02-25,2021-03-01,100,102.01639873543952
2021-02-26,2021-03-01,100,105.83934720060375
2021-02-26,2021-03-01,100,102.51374705420267
2021-02-26,2021-03-01,100,103.64035594591472
2021-02-18,2021-03-01,100,103.12834858470438
2021-02-26,2021-03-01,100,102.19319498211993
2021-02-26,2021-03-01,100,103.64919631817557
2021-02-26,2021-03-01,100,103.44318445201775
2021-02-25,2021-03-01,100,105.62155676479534
2021-02-25,2021-03-01,100,103.19759442098974
2021-02-25,2021-03-01,100,103.79257247876549
2021-02-26,2021-03-01,100,102.22458880605845
2021-02-25,2021-03-01,100,102.26718355257427
2021-02-26,2021-03-01,100,102.89106634819964
2021-02-25,2021-03-01,100,102.29916136038972
2021-02-26,2021-03-01,100,103.76238929301364
2021-02-26,2021-03-01,100,102.74591740818127
2021-02-26,2021-03-01,100,103.19384268716053
2021-02-26,2021-03-01,100,97.28799994836744
2021-02-26,2021-03-01,100,102.17567694296186
2021-02-24,2021-03-01,100,98.38342314315871
2021-02-26,2021-03-01,100,98.71175412828924
2021-02-25,2021-03-01,100,103.99624513879577
2021-02-26,2021-03-01,100,98.90898954167949
2021-02-26,2021-03-01,100,102.18226463987514
2021-02-25,2021-03-01,100,102.4651746430103
2021-02-26,2021-03-01,100,102.01575844650452
2021-02-26,2021-03-01,100,102.48722771125693
2021-02-26,2021-03-01,100,102.1166780387952
2021-03-01,2021-03-02,100,109.0843181751201
2021-03-01,2021-03-02,100,107.96716398622807
2021-03-01,2021-03-02,100,97.53392203316821
2021-03-01,2021-03-02,100,104.86507031546941
2021-02-26,2021-03-02,100,98.01160398709904
2021-03-01,2021-03-02,100,98.35989498242292
2021-03-01,2021-03-02,100,96.68058242541494
2021-02-26,2021-03-02,100,102.15957455900451
2021-02-26,2021-03-02,100,102.2617008823083
2021-02-25,2021-03-02,100,98.77878981261239
2021-03-01,2021-03-02,100,96.40256484213798
2021-03-01,2021-03-02,100,97.55904816749965
2021-03-01,2021-03-02,100,98.5608730044585
2021-02-26,2021-03-02,100,98.88962181178542
2021-03-01,2021-03-02,100,97.93692897141173
2021-03-01,2021-03-02,100,97.47992863514719
2021-03-01,2021-03-02,100,96.11126786277407
2021-03-01,2021-03-02,100,97.91841665266678
2021-03-01,2021-03-02,100,97.2858713114061
2021-03-01,2021-03-02,100,97.38395647644403
2021-03-01,2021-03-02,100,98.9396896158302
2021-03-01,2021-03-02,100,98.60934096958941
2021-02-25,2021-03-02,100,96.36219512195122
2021-03-01,2021-03-02,100,97.66951417436853
2021-02-26,2021-03-02,100,102.33463735419765
2021-02-26,2021-03-02,100,98.41900384919285
2021-02-26,2021-03-02,100,103.10901701433039
2021-03-01,2021-03-03,100,97.18647256786508
2021-03-01,2021-03-03,100,97.36730850532304
2021-02-26,2021-03-03,100,102.9735995331331
2021-03-01,2021-03-03,100,96.9887683965918
2021-03-01,2021-03-03,100,98.67982505326903
2021-02-25,2021-03-03,100,98.49715647956478
2021-03-02,2021-03-03,100,103.63408927577579
2021-03-02,2021-03-03,100,102.88398788269122
2021-03-01,2021-03-03,100,94.83282265396141
2021-03-01,2021-03-03,100,92.37304437035137
2021-03-02,2021-03-03,100,103.91446176150781
2021-03-02,2021-03-03,100,97.10651663898349
2021-03-02,2021-03-03,100,94.99736703528173
2021-03-02,2021-03-03,100,97.90521385495238
2021-02-26,2021-03-03,100,97.38775640079955
2021-02-26,2021-03-03,100,103.76416692682481
2021-03-02,2021-03-03,100,105.42436907742916
2021-03-01,2021-03-03,100,102.00633358632783
2021-02-26,2021-03-03,100,103.17481085037092
2021-03-01,2021-03-03,100,98.06802234870605
2021-03-01,2021-03-03,100,102.79833027806613
2021-03-01,2021-03-03,100,102.15822498967013
2021-02-26,2021-03-03,100,102.1914947419822
2021-03-01,2021-03-03,100,103.75042224062855
2021-03-01,2021-03-03,100,98.2181716419469
2021-03-02,2021-03-03,100,98.79562720029647
2021-03-01,2021-03-03,100,96.99484126298324
2021-02-25,2021-03-03,100,94.84274693855531
2021-02-25,2021-03-03,100,97.69918975063521
2021-02-23,2021-03-03,100,98.65839228405308
2021-02-23,2021-03-03,100,98.77854793317641
2021-03-02,2021-03-03,100,93.29521516701774
2021-03-02,2021-03-03,100,98.9476092427362
2021-03-01,2021-03-03,100,102.15785278607228
2021-03-02,2021-03-03,100,98.2429025350556
2021-03-02,2021-03-03,100,97.55308458402438
2021-03-02,2021-03-03,100,97.17806094479134
2021-03-01,2021-03-03,100,96.72215876824126
2021-03-02,2021-03-03,100,96.11315820753596
2021-03-01,2021-03-03,100,95.50226803245523
2021-03-01,2021-03-03,100,98.45980153306792
2021-02-26,2021-03-03,100,98.84656084656083
2021-03-01,2021-03-03,100,102.51705291499376
2021-02-26,2021-03-03,100,103.62360329166495
2021-02-26,2021-03-03,100,102.19373487180692
2021-03-01,2021-03-03,100,96.10319824332124
2021-03-02,2021-03-03,100,95.83544655857861
2021-03-01,2021-03-03,100,96.60768294802712
2021-03-02,2021-03-03,100,96.53618841515119
2021-02-26,2021-03-03,100,103.20768405211437
2021-03-02,2021-03-03,100,97.17708633916756
2021-03-01,2021-03-03,100,103.20818270142654
2021-03-02,2021-03-03,100,98.91633197502271
2021-03-02,2021-03-03,100,94.61368490830078
2021-03-03,2021-03-04,100,98.66997465895815
2021-03-03,2021-03-04,100,98.97762746417817
2021-03-03,2021-03-04,100,95.9452358296289
2021-03-03,2021-03-04,100,93.70423072918474
2021-03-03,2021-03-04,100,95.57028252528774
2021-03-02,2021-03-04,100,97.24565224059135
2021-03-01,2021-03-04,100,94.59808736107522
2021-03-03,2021-03-04,100,97.87887170800013
2021-02-26,2021-03-04,100,98.94693861678755
2021-02-26,2021-03-04,100,98.99061826363067
2021-03-03,2021-03-04,100,98.13555470737536
2021-03-01,2021-03-04,100,96.66791904685049
2021-02-26,2021-03-04,100,98.07355195841203
2021-03-03,2021-03-04,100,106.63001074999832
2021-03-03,2021-03-04,100,109.16289839716956
2021-03-01,2021-03-04,100,105.44756050710717
2021-03-01,2021-03-04,100,102.40449040479382
2021-03-02,2021-03-04,100,98.6091722248074
2021-03-03,2021-03-04,100,105.3674606676998
2021-03-03,2021-03-04,100,103.65152676973923
2021-02-25,2021-03-04,100,97.63626716436707
2021-03-01,2021-03-04,100,98.36991438061366
2021-03-02,2021-03-04,100,96.21603874251005
2021-03-03,2021-03-04,100,98.28431142005212
2021-03-03,2021-03-04,100,98.89735292172676
2021-03-03,2021-03-04,100,98.42382723647944
2021-03-03,2021-03-04,100,98.8634658664666
2021-03-03,2021-03-04,100,96.30773753711084
2021-02-17,2021-03-04,100,98.68517524798241
2021-02-26,2021-03-04,100,98.66421977011063
2021-03-03,2021-03-04,100,98.67660163434012
2021-03-03,2021-03-04,100,96.40312756783315
2021-02-25,2021-03-04,100,98.42620110454693
2021-03-03,2021-03-04,100,97.35018766987359
2021-03-03,2021-03-04,100,98.082135882713
2021-03-03,2021-03-04,100,93.47784013934586
2021-02-26,2021-03-04,100,98.27015221944423
2021-03-03,2021-03-04,100,97.84971098265896
2021-03-01,2021-03-04,100,98.82854883498537
2021-03-03,2021-03-04,100,98.48030131124959
2021-03-01,2021-03-04,100,98.45833954636579
2021-03-03,2021-03-04,100,93.77136780306026
2021-03-03,2021-03-04,100,98.42383839737363
2021-03-03,2021-03-04,100,96.38407507034404
2021-03-03,2021-03-04,100,95.52882268343205
2021-03-03,2021-03-04,100,96.15384615384616
2021-03-03,2021-03-04,100,97.90612108373286
2021-03-03,2021-03-04,100,97.17799852744149
2021-03-02,2021-03-04,100,95.78587902155813
2021-03-03,2021-03-04,100,97.03611779228268
2021-03-03,2021-03-04,100,96.50236280224898
2021-03-03,2021-03-04,100,96.26824974976702
2021-03-01,2021-03-04,100,98.1775229156441
2021-02-26,2021-03-04,100,97.78609887128607
2021-03-03,2021-03-04,100,102.66484571721224
2021-03-01,2021-03-04,100,98.81366860090264
2021-02-26,2021-03-04,100,96.44101606026166
2021-03-03,2021-03-04,100,98.15437703689504
2021-02-26,2021-03-04,100,98.93528443771349
2021-03-03,2021-03-04,100,96.53318860177666
2021-03-01,2021-03-04,100,95.84980390333132
2021-03-03,2021-03-04,100,102.15247125497248
2021-02-26,2021-03-04,100,102.21047547493829
2021-03-03,2021-03-05,100,104.25814306243014
2021-03-03,2021-03-05,100,104.03706481408386
2021-03-03,2021-03-05,100,103.13573994831826
2021-03-03,2021-03-05,100,103.82849156434062
2021-03-03,2021-03-05,100,102.52907056031857
2021-03-03,2021-03-05,100,104.98455361914569
2021-03-04,2021-03-05,100,106.34703860835302
2021-03-04,2021-03-05,100,98.60560127893896
2021-03-04,2021-03-05,100,96.87025445386867
2021-03-04,2021-03-05,100,95.2189781021898
2021-03-04,2021-03-05,100,103.95386036452115
2021-02-25,2021-03-05,100,105.14230076600293
2021-03-04,2021-03-05,100,104.6975735168946
2021-03-04,2021-03-05,100,102.61809597545526
2021-03-04,2021-03-05,100,102.17509957427275
2021-02-25,2021-03-05,100,102.05862515731725
2021-03-02,2021-03-05,100,102.96361554048103
2021-03-04,2021-03-05,100,104.24889865508042
2021-03-04,2021-03-05,100,102.1821331942899
2021-03-04,2021-03-05,100,103.78476307876208
2021-03-04,2021-03-05,100,104.40641480661898
2021-03-04,2021-03-05,100,104.932971582084
2021-03-04,2021-03-05,100,108.42125716506365
2021-02-26,2021-03-05,100,102.48827692575595
2021-03-01,2021-03-05,100,97.50568508726266
2021-03-04,2021-03-05,100,104.30554869718367
2021-03-04,2021-03-05,100,110.82848766424141
2021-03-04,2021-03-05,100,104.89178432564488
2021-03-03,2021-03-05,100,102.08069469071776
2021-03-04,2021-03-05,100,102.32611044759142
2021-03-03,2021-03-05,100,103.32660135212556
2021-03-04,2021-03-05,100,102.07485955459425
2021-03-04,2021-03-05,100,103.20073682303305
2021-03-04,2021-03-05,100,102.70895777212885
2021-03-04,2021-03-05,100,102.383821097788
2021-03-04,2021-03-05,100,102.14582685601303
2021-03-04,2021-03-05,100,102.62352946773036
2021-03-04,2021-03-05,100,103.0761840714766
2021-03-04,2021-03-05,100,102.38031559240437
2021-03-04,2021-03-05,100,98.71635610766045
2021-03-04,2021-03-05,100,104.2395317205868
2021-03-04,2021-03-05,100,102.83553875236295
2021-03-04,2021-03-05,100,102.63770003721622
2021-03-04,2021-03-05,100,102.3622778818557
2021-02-26,2021-03-05,100,103.28135568433174
2021-03-04,2021-03-05,100,104.81001743303278
2021-03-04,2021-03-05,100,103.02638810572373
2021-03-04,2021-03-05,100,102.53099869133902
2021-03-03,2021-03-05,100,103.98244299325555
2021-03-04,2021-03-05,100,102.25832841398737
2021-03-01,2021-03-05,100,102.22351653782343
2021-03-04,2021-03-05,100,103.49185332137296
2021-03-01,2021-03-05,100,102.83802046463737
2021-03-04,2021-03-05,100,102.9476593868773
2021-03-04,2021-03-05,100,102.88668677294268
2021-03-04,2021-03-05,100,98.45439024390245
2021-03-04,2021-03-05,100,102.3213083133101
2021-03-04,2021-03-05,100,102.24414303329223
2021-03-03,2021-03-05,100,104.70503408495017
2021-03-03,2021-03-05,100,98.56955622452949
2021-02-26,2021-03-05,100,102.33057636176855
2021-03-01,2021-03-05,100,102.75945937487425
2021-03-03,2021-03-05,100,102.43114161110923
2021-03-01,2021-03-05,100,102.85408634085178
2021-03-02,2021-03-05,100,105.12524283363634
2021-03-04,2021-03-05,100,103.97933413490567
2021-03-05,2021-03-08,100,95.72816463268725
2021-03-05,2021-03-08,100,95.99817883464387
2021-03-05,2021-03-08,100,98.1331025751967
2021-03-04,2021-03-08,100,96.90731954878545
2021-03-05,2021-03-08,100,102.51697892998597
2021-03-05,2021-03-08,100,102.50886814100608
2021-03-02,2021-03-08,100,98.70818151705865
2021-03-05,2021-03-08,100,92.21916341668577
2021-03-05,2021-03-08,100,102.29973169796858
2021-03-05,2021-03-08,100,102.67175241645354
2021-03-03,2021-03-08,100,98.23494176372714
2021-03-04,2021-03-08,100,98.77049180327869
2021-03-05,2021-03-08,100,103.61201789384596
2021-03-02,2021-03-08,100,103.07701765654843
2021-03-05,2021-03-08,100,98.1989057267162
2021-03-01,2021-03-08,100,105.29733240927098
2021-03-05,2021-03-08,100,98.71089059849693
2021-03-05,2021-03-08,100,95.94302765282532
2021-03-05,2021-03-08,100,96.60734055287368
2021-03-04,2021-03-08,100,104.1068951517407
2021-02-26,2021-03-08,100,103.90843104410943
2021-03-04,2021-03-08,100,95.76462553091584
2021-03-05,2021-03-08,100,98.8250044622839
2021-03-04,2021-03-08,100,102.10032626427406
2021-03-05,2021-03-08,100,96.82137589418213
2021-03-05,2021-03-08,100,92.47101368228758
2021-03-05,2021-03-08,100,96.88898210290829
2021-03-05,2021-03-08,100,102.80288265421747
2021-03-04,2021-03-08,100,102.56198833853585
2021-03-05,2021-03-08,100,93.15633215888971
2021-03-04,2021-03-08,100,96.85420602100032
2021-03-05,2021-03-08,100,96.75490678324246
2021-03-04,2021-03-08,100,95.12540192926045
2021-03-04,2021-03-08,100,95.93221883113925
2021-03-03,2021-03-08,100,102.932894377887
2021-03-05,2021-03-08,100,105.22130791416227
2021-03-05,2021-03-08,100,103.26427868757595
2021-03-03,2021-03-08,100,98.8182459372706
2021-03-04,2021-03-08,100,103.28894412878786
2021-03-04,2021-03-08,100,106.8172312839816
2021-03-05,2021-03-08,100,102.7260386618459
2021-03-05,2021-03-08,100,102.01574002187834
2021-03-01,2021-03-08,100,103.66912781253927
2021-03-08,2021-03-09,100,102.90731351218389
2021-03-08,2021-03-09,100,95.77270668368692
2021-03-08,2021-03-09,100,96.10597978159191
2021-03-08,2021-03-09,100,97.6062639821029
2021-03-05,2021-03-09,100,107.15540276818685
2021-03-08,2021-03-09,100,107.97296737012314
